county,num_hosp,num_not_hosp,num_infected,percent_hosp,percent_republican,state,date_stay_at_home_effective,lat,lon,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,primary_care_physicians_rate,high_school_graduation_rate,percent_some_college,percent_unemployed_CDC,median_household_income,per_capita_income,num_deaths,percent_vaccinated,eightieth_percentile_income,twentieth_percentile_income,percent_food_insecure,percent_age_65_and_older,percent_age_17_and_younger
CHAMPAIGN,150,1859,2009,0.0746640119462419,0.6976911179849757,OHIO,2020-03-23,40.1376829718755,-83.7695004179421,39175,91.43896718101,31.7,34.4,6.6596598509,20.59732,91.238095238,48.144806586,7.2,57701.0,24715.0,607.0,46.0,97048.0,26535.0,11.9,16.6,23.3
COLUMBIA,80,1335,1415,0.0565371024734982,0.6378064333286099,PENNSYLVANIA,2020-04-01,41.0487101158218,-76.4051933607901,66772,138.213811788368,31.7,31.7,5.78527276,53.085,88.318356868,61.373077764,5.3,50774.0,24155.0,883.0,48.0,95734.0,20565.0,12.6,17.3,18.0
ALLEN,656,1765,2421,0.2709624122263527,0.5704207643216866,INDIANA,2020-03-24,41.0908783211871,-85.0665702721995,365565,556.143776648458,32.3,22.6,9.7108854332,67.31442,91.815041191,66.798008047,7.0,54473.0,26058.0,4788.0,48.0,99467.0,23886.0,13.3,13.1,26.3
HENRY,27,698,725,0.0372413793103448,0.6894070950136443,INDIANA,2020-03-24,39.9310716042935,-85.3964240128495,48953,124.919595089908,29.5,25.5,7.973190945,39.19465,93.58974359,53.080963896,8.4,50183.0,22182.0,820.0,41.0,85883.0,21710.0,13.2,18.0,21.0
RICHLAND,1490,24116,25606,0.0581894868390221,0.3109790068870686,SOUTH CAROLINA,,34.0218266367527,-80.9030565856749,401743,530.59536746379,32.7,24.9,10.990800638,86.0075,69.521208226,71.79802288,8.5,52611.0,26852.0,5030.0,45.0,105246.0,22170.0,16.2,11.3,21.9
LAPORTE,126,468,594,0.2121212121212121,0.5018914673804836,INDIANA,2020-03-24,41.5459900958023,-86.7399787988869,110993,185.505748668339,36.9,30.1,8.8393806879,35.4452,88.803680982,51.709996077,8.8,52095.0,24340.0,1841.0,50.0,96338.0,22717.0,14.2,15.7,22.1
FRANKLIN,84,1507,1591,0.0527969830295411,0.7862126245847176,ALABAMA,2020-04-04,34.4416987415131,-87.8437398551369,31573,49.8140929458345,34.3,38.1,15.3034504,44.4515,92.105263158,41.067168864,9.7,39388.0,18193.0,531.0,38.0,80837.0,18366.0,12.9,16.0,24.3
BLAIR,234,2335,2569,0.0910860256909303,0.7127246899415396,PENNSYLVANIA,2020-04-01,40.4809934396729,-78.3486149535339,125917,239.47717395697,30.8,25.8,5.7687716056,84.23986,90.492957746,56.957551216,5.8,49244.0,24466.0,1882.0,43.0,92276.0,20280.0,12.4,19.3,20.7
PUTNAM,277,2420,2697,0.1027067111605487,0.7971972078648691,OHIO,2020-03-23,41.022129339126,-84.1317319719242,34116,70.7036389837637,37.6,24.7,5.4911032028,56.08359,97.494780793,68.965979105,2.9,64304.0,27367.0,351.0,48.0,112323.0,31841.0,8.9,15.6,25.7
BEAUFORT,634,9983,10617,0.0597155505321653,0.5466099536447455,SOUTH CAROLINA,,32.3855590287875,-80.7301831302748,175316,304.227842717449,23.5,17.1,15.348488974,70.11197,84.036568214,63.72785727,6.6,65843.0,33877.0,1940.0,52.0,119881.0,28747.0,9.6,24.2,19.9
YORK,1417,8534,9951,0.1423977489699527,0.623964735467459,PENNSYLVANIA,2020-04-01,39.9199703683804,-76.7265301751094,440604,487.282879011123,31.7,21.4,6.5137132977,69.2704,89.723063609,59.016317706,6.2,65238.0,28975.0,5381.0,58.0,114823.0,28766.0,9.9,15.8,22.5
MOBILE,1416,13487,14903,0.0950144266255116,0.5506405691889983,ALABAMA,2020-04-04,30.7915214474844,-88.2064769202696,414291,336.98647823568,36.3,30.6,11.719890151,67.15706,83.709920379,59.526485353,8.7,43598.0,23318.0,7126.0,41.0,95084.0,18037.0,17.9,14.5,24.0
MARION,1829,16696,18525,0.0987314439946018,0.6172467086433887,FLORIDA,2020-04-03,29.2102075865768,-82.0566601157237,340341,214.316383703134,30.4,33.0,15.358412201,57.56971,77.355527638,49.384556951,10.1,44517.0,22390.0,6598.0,43.0,82086.0,20621.0,14.9,27.8,18.8
WESTMORELAND,1888,6612,8500,0.2221176470588235,0.6400514141641628,PENNSYLVANIA,2020-04-01,40.3107308549305,-79.4669706100086,359377,349.737988964113,31.1,25.0,4.9272815215,77.41892,94.276629571,69.960050796,5.3,58398.0,30153.0,5257.0,48.0,112120.0,25273.0,10.6,20.7,18.9
LEWIS,3,19,22,0.1363636363636363,0.6534216335540839,NEW YORK,2020-03-22,43.7846653611172,-75.4488506252884,27107,21.266375293764,38.5,29.1,5.8170983268,64.02772,91.666666667,54.964362672,7.9,52660.0,25230.0,295.0,54.0,97375.0,25847.0,11.3,16.6,23.4
DOUGLAS,2,10,12,0.1666666666666666,0.4495098426588696,NEBRASKA,,41.2953482547978,-96.1542940393814,543253,1653.8229517348,30.1,21.9,9.9827811288,109.50465,85.637057843,72.804265802,4.9,64580.0,30548.0,5723.0,61.0,120268.0,26487.0,13.2,11.5,25.9
DELAWARE,239,3020,3259,0.0733353789505983,0.752481547467549,OKLAHOMA,,36.4082073681986,-94.8026559844791,41433,56.1302945653992,36.9,37.0,23.904156971,46.94615,89.542168675,43.012790147,8.1,40287.0,22267.0,806.0,50.0,79649.0,19018.0,15.6,22.8,21.1
ST. JOHNS,609,10657,11266,0.0540564530445588,0.6496330046735134,FLORIDA,2020-04-03,29.9016491605143,-81.4406715500261,218362,363.515699529548,23.1,21.1,10.647598378,95.56544,90.402802102,77.407441947,6.0,81925.0,38362.0,2553.0,49.0,155232.0,34755.0,11.0,18.1,22.1
GUERNSEY,254,2652,2906,0.0874053682037164,0.6912484145678565,OHIO,2020-03-23,40.0520443357099,-81.4942580250353,39478,75.5916273317916,36.4,29.7,8.5950994818,43.48605,86.64921466,51.258607066,9.3,44623.0,22280.0,700.0,45.0,83021.0,18224.0,15.5,17.5,23.0
ALACHUA,712,15352,16064,0.0443227091633466,0.3642656586633067,FLORIDA,2020-04-03,29.6747572164447,-82.3577283403393,256581,293.21754757822,26.7,23.5,11.865669582,158.08559,84.217942696,76.1809646,7.0,51026.0,25758.0,2811.0,46.0,104156.0,17196.0,18.7,12.4,18.0
CHATHAM,355,1081,1436,0.2472144846796657,0.4074120311747605,GEORGIA,2020-04-03,32.0042216602937,-81.132838394638,282613,658.680556032753,32.4,26.0,16.223679374,88.12362,86.678587394,69.34002679,9.2,54165.0,27204.0,3789.0,45.0,108027.0,23154.0,16.6,13.6,22.1
BRISTOL,1762,7122,8884,0.1983340837460603,0.4235356022477596,MASSACHUSETTS,2020-03-24,41.7974539758358,-71.1147702171396,554868,1003.22489026429,29.1,26.8,3.6661107974,53.25183,88.224442999,63.169817272,8.1,66005.0,30525.0,6969.0,52.0,130119.0,24444.0,10.1,15.7,21.2
GIBSON,32,142,174,0.1839080459770115,0.7156419529837251,INDIANA,2020-03-24,38.3118931609654,-87.5845972420283,33684,69.0961214932451,29.1,27.0,6.7459301262,32.7615,92.286501377,61.354986044,3.9,56960.0,25990.0,510.0,53.0,99871.0,25070.0,11.0,16.4,23.5
POLK,5,7,12,0.4166666666666667,0.7748153359127682,GEORGIA,2020-04-03,34.001797971529,-85.1881468667808,41263,132.961352875653,37.8,29.2,19.108408159,28.51372,80.487804878,43.081582434,8.7,43679.0,21582.0,800.0,45.0,85836.0,18547.0,12.8,14.9,26.2
CHARLES,125,736,861,0.1451800232288037,0.3271139036818513,MARYLAND,2020-03-30,38.5073018155297,-76.992164678998,154357,337.182665732957,36.2,25.8,5.0133901575,39.44897,94.74,67.324884566,5.0,92616.0,37680.0,1774.0,45.0,162643.0,43732.0,10.7,11.0,24.9
ARLINGTON,859,10283,11142,0.0770956740262071,0.1663370579122581,VIRGINIA,2020-03-30,38.8786151399604,-77.1011016943769,226092,8698.59622382187,19.6,13.4,7.656820841,80.01192,92.2,90.336562716,3.4,120950.0,64746.0,1077.0,51.0,211975.0,54162.0,7.3,9.3,17.0
CRAWFORD,360,4006,4366,0.0824553366926248,0.7432516703786192,ARKANSAS,,35.5890913358138,-94.2428293414366,61927,104.752015244676,35.2,31.0,9.8941616995,39.68506,90.337601863,55.69579288,7.1,47363.0,20889.0,1009.0,44.0,87936.0,20752.0,13.8,15.3,25.1
CANADIAN,632,9192,9824,0.0643322475570032,0.7233619161330005,OKLAHOMA,,35.5424472584658,-97.9823764036109,129571,144.508791349288,34.9,27.3,12.775407341,39.30649,93.008958567,66.335637964,4.3,70942.0,28724.0,1541.0,50.0,123506.0,34243.0,11.3,12.0,26.5
JEFFERSON,1653,25932,27585,0.0599238716693855,0.4430374337176314,ALABAMA,2020-04-04,33.554319742462,-86.8964957084218,659096,593.091932779715,34.6,30.1,10.049484847,107.5551,88.73381114,68.1047602,8.2,55013.0,28162.0,11214.0,44.0,107340.0,20100.0,17.8,14.3,23.1
LEE,213,4268,4481,0.0475340325820129,0.5848355324289165,ALABAMA,2020-04-04,32.6011520958516,-85.3554754125552,153947,253.389133599536,29.9,21.3,10.350184992,52.59771,91.143028127,72.652780087,6.1,48937.0,24951.0,1701.0,42.0,103546.0,16341.0,17.0,10.3,21.8
MONROE,657,5676,6333,0.1037423022264329,0.5828909428979493,MICHIGAN,2020-03-24,41.9287178485776,-83.5374592041941,149945,272.912979347591,37.5,28.2,4.9930550479,29.40213,91.558073654,63.575342073,7.0,62522.0,27809.0,2121.0,49.0,111425.0,27308.0,10.5,15.7,22.6
HOUSTON,64,171,235,0.2723404255319149,0.5897235306845986,GEORGIA,2020-04-03,32.4590132277264,-83.6662317113842,149137,397.115615583596,39.7,28.1,13.574453043,53.4275,87.175860443,69.188292452,8.8,60728.0,25289.0,1891.0,39.0,110474.0,24960.0,14.6,11.8,25.9
WARREN,18,92,110,0.1636363636363636,0.5014964340295466,NEW YORK,2020-03-22,43.560975616092,-73.8460183115675,64911,74.8473857000472,30.5,20.0,5.2097375307,120.87027,88.446215139,66.011255471,6.0,56694.0,31652.0,857.0,52.0,111270.0,26462.0,9.7,19.8,19.0
MCCLAIN,323,3453,3776,0.0855402542372881,0.7811721437892989,OKLAHOMA,,35.0093373208137,-97.4443025373373,37222,65.2213177861239,35.5,32.1,14.730546121,45.75147,88.547758285,63.167494174,4.0,65831.0,27217.0,590.0,50.0,117375.0,28938.0,11.5,14.6,25.8
ESSEX,11993,52260,64253,0.186652763295099,0.2031813825442055,NEW JERSEY,2020-03-21,40.7872264787814,-74.2470092078674,792586,6284.49388291178,29.1,28.4,11.540175169,83.51015,86.963083353,61.874745739,12.1,62875.0,33482.0,8923.0,43.0,141951.0,20752.0,16.3,12.4,24.1
YAVAPAI,1767,7809,9576,0.1845238095238095,0.6232415902140673,ARIZONA,2020-03-31,34.5999012771725,-112.553912659859,218586,26.9078352550054,23.0,23.2,12.924381971,62.23484,82.083333333,59.569615232,8.5,48758.0,26584.0,3621.0,42.0,92521.0,22249.0,14.9,28.3,17.4
WOODFORD,89,1902,1991,0.0447011551983927,0.5674998156749982,KENTUCKY,2020-03-26,38.0423872722787,-84.7435884018478,25591,135.524961722358,32.3,22.6,7.3809075504,68.26456,96.907216495,64.176598959,4.3,66164.0,30786.0,339.0,54.0,117946.0,27023.0,11.5,15.8,22.9
GREENWOOD,272,3785,4057,0.0670446142469805,0.5896811876368946,SOUTH CAROLINA,,34.1538259627769,-82.1259251822871,69881,153.675678968926,36.3,29.0,14.445250181,105.18087,83.542857143,58.551452133,11.4,43879.0,21887.0,1131.0,50.0,84672.0,16993.0,16.2,16.9,23.2
ELLIS,168,2886,3054,0.0550098231827112,0.7086297815351135,KANSAS,2020-03-30,38.9147472068566,-99.3172635034966,29032,32.2609332100188,30.0,26.5,8.8145768158,66.22747,90.5,79.851398601,3.4,53840.0,27103.0,272.0,45.0,100930.0,19494.0,14.0,14.1,21.4
SCHUYLKILL,398,3328,3726,0.1068169618894256,0.6998838855397732,PENNSYLVANIA,2020-04-01,40.7058220739528,-76.2159822301366,145503,186.870285617627,31.6,23.0,6.1838697743,55.41177,90.78613694,52.780986485,8.0,48809.0,24275.0,2491.0,50.0,93168.0,21326.0,11.6,19.2,19.6
ALLEN,217,3005,3222,0.0673494723774053,0.7986660079051383,KENTUCKY,2020-03-26,36.7512572170615,-86.1904207926411,20421,59.3051845817112,37.5,39.4,7.105587149,14.33144,91.555555556,50.378486056,7.1,44624.0,20607.0,385.0,40.0,82714.0,18468.0,14.0,15.9,24.0
FRANKLIN,42,86,128,0.328125,0.7871606283483156,INDIANA,2020-03-24,39.4148759015887,-85.0601479864332,22887,59.5348385434094,37.2,30.6,8.8823054134,84.00018,95.604395604,56.90880379,6.0,62251.0,24748.0,279.0,50.0,108768.0,25767.0,10.5,15.8,24.4
PRINCE GEORGE'S,1710,2556,4266,0.4008438818565401,0.0840477989676857,MARYLAND,2020-03-30,38.8295337287989,-76.8472824721449,897693,1859.62809604588,37.3,23.1,10.785763555,53.90269,82.69,61.738283153,8.0,82445.0,33220.0,10137.0,39.0,148754.0,38871.0,13.3,11.3,22.7
IOSCO,90,949,1039,0.0866217516843118,0.6245789985779507,MICHIGAN,2020-03-24,44.3558469096855,-83.6358613960547,25373,46.2069769764074,30.5,27.9,7.6253343197,51.66521,90.579710145,54.230512991,11.5,41256.0,23723.0,517.0,29.0,76632.0,20579.0,13.7,28.0,16.8
MONTGOMERY,37,228,265,0.1396226415094339,0.5931038102235751,NEW YORK,2020-03-22,42.9023004645777,-74.4397174309243,49667,123.207516480714,35.1,30.8,6.1933990743,52.7833,76.026272578,59.393990547,8.4,43799.0,23885.0,686.0,47.0,93171.0,19771.0,11.6,17.7,22.8
CHELAN,311,6582,6893,0.0451182358914841,0.5426602756141402,WASHINGTON,2020-03-23,47.8692264188913,-120.618986190841,74761,25.5927686521627,26.6,18.1,9.2914514736,117.59633,81.153450051,51.55223713,6.8,57243.0,26109.0,755.0,33.0,107594.0,25407.0,9.5,17.5,24.2
MONTGOMERY,141,2431,2572,0.0548211508553654,0.7230089970009996,KANSAS,2020-03-30,37.192527597942,-95.7428868029649,33765,52.4686395216331,40.6,32.3,12.555232674,33.78793,85.7,66.538777747,7.4,42479.0,22181.0,608.0,38.0,85022.0,19077.0,15.4,18.4,23.6
CULPEPER,181,3155,3336,0.0542565947242206,0.6008191556395716,VIRGINIA,2020-03-30,38.4860690268331,-77.9558939048733,48952,129.078663225778,29.7,27.8,13.283327003,39.00004,92.1,54.950133787,6.4,72111.0,28969.0,654.0,50.0,131114.0,32820.0,8.4,14.0,25.2
BUCKS,1643,18824,20467,0.0802755655445351,0.4773814468322407,PENNSYLVANIA,2020-04-01,40.3368761219179,-75.1067869198385,626220,1036.08916739464,26.9,18.0,5.2525386039,85.46315,93.571126463,73.601833753,6.2,88538.0,39958.0,6966.0,57.0,164279.0,37568.0,8.0,16.7,21.4
SCOTT,126,1265,1391,0.0905823148813803,0.8165346534653465,VIRGINIA,2020-03-30,36.7142338546369,-82.6030030768761,22378,41.7868837126559,30.3,33.8,10.980783629,32.01464,94.6,57.163120567,7.8,40161.0,20935.0,452.0,51.0,78641.0,15216.0,10.7,21.3,18.8
ST. CLAIR,733,6845,7578,0.0967273686988651,0.6288347884055742,MICHIGAN,2020-03-24,42.9340751559122,-82.6805444300713,160069,221.952780093242,33.5,26.2,5.9241578024,47.69376,91.68886521,64.356799548,9.1,56557.0,26377.0,2446.0,46.0,105847.0,24688.0,11.7,16.7,22.0
PRINCE GEORGE,58,1805,1863,0.0311325818572195,0.5658057340583292,VIRGINIA,2020-03-30,37.1865562440377,-77.2241519406354,37664,142.043207037248,31.9,29.0,8.9991500212,15.86924,90.9,62.524773804,9.4,68133.0,26721.0,377.0,44.0,127070.0,34772.0,12.3,12.2,21.8
SAN MATEO,398,2159,2557,0.1556511536957372,0.1842619217262965,CALIFORNIA,2020-03-19,37.4228976655904,-122.329024394902,754748,1682.75648413937,21.2,15.6,5.4100817418,105.90996,87.743243243,77.961942328,5.6,122930.0,50262.0,4844.0,48.0,229688.0,46954.0,8.3,14.6,21.5
LOGAN,221,708,929,0.2378902045209903,0.7490228348076527,COLORADO,2020-03-26,40.7246794672952,-103.11013421135,21862,11.8905841229121,38.0,23.4,10.528086108,73.07271,86.842105263,58.911439114,6.9,53168.0,23692.0,275.0,43.0,92364.0,20509.0,12.9,16.3,19.7
JACKSON,116,947,1063,0.1091251175917215,0.678455423971594,MISSISSIPPI,2020-04-03,30.5451808236864,-88.6358575982432,140850,194.880539242237,32.9,26.3,13.84379683,50.65001,87.428774929,62.467592719,8.7,51771.0,24350.0,2170.0,38.0,95431.0,20535.0,15.0,14.1,24.3
BEDFORD,112,1028,1140,0.0982456140350877,0.8271777298303508,PENNSYLVANIA,2020-04-01,40.006552248285,-78.4902998704757,48852,48.2585952954656,30.3,25.4,6.9370072384,24.75248,91.766723842,48.36498923,6.2,50257.0,23632.0,687.0,37.0,88221.0,21303.0,11.2,20.5,20.6
HEMPSTEAD,69,884,953,0.0724029380902413,0.6243438785643354,ARKANSAS,,33.7353295296054,-93.6684845709298,22208,30.5256227428296,29.1,36.4,10.76914357,27.44614,81.914893617,54.585152838,8.3,38682.0,17813.0,377.0,41.0,80618.0,18451.0,19.1,16.5,26.4
FOND DU LAC,689,8789,9478,0.0726946613209537,0.6048278683733708,WISCONSIN,2020-03-25,43.7535921715373,-88.4882617984529,101968,141.709964079949,34.2,24.6,5.5228033191,63.38495,89.210526316,65.407678854,4.6,59428.0,28036.0,1070.0,54.0,105710.0,27317.0,8.3,16.5,22.0
ERIE,1167,8211,9378,0.1244401791426743,0.4856847160795284,PENNSYLVANIA,2020-04-01,41.9925986017487,-80.0328197040264,279133,349.259925913491,34.0,24.0,6.4467474785,79.04102,87.312652492,60.320686203,7.1,48453.0,25555.0,3856.0,51.0,98584.0,21275.0,13.9,15.7,22.0
DEKALB,615,5543,6158,0.0998700876908087,0.4378669724770642,ILLINOIS,2020-03-21,41.8935480962845,-88.7703241266414,104458,165.451463866655,31.7,19.8,6.307213369,30.55388,89.926627106,74.648266318,9.4,63274.0,25172.0,930.0,50.0,115691.0,23980.0,12.6,11.2,21.9
DESOTO,138,1237,1375,0.1003636363636363,0.6558946647385646,MISSISSIPPI,2020-04-03,34.8753913098639,-89.9918484303283,170890,358.802518179519,35.3,28.8,10.445244846,34.12568,89.0,66.61252707,6.7,68126.0,27135.0,2318.0,53.0,114847.0,31201.0,12.6,11.7,26.8
CRITTENDEN,383,3445,3828,0.1000522466039707,0.4365596790371113,ARKANSAS,,35.207948927045,-90.3088439188398,49511,81.121756750269,41.3,37.8,7.9887379116,34.87179,89.081225033,55.116828136,9.1,42606.0,20133.0,923.0,39.0,83533.0,17955.0,23.8,12.2,28.1
JEFFERSON,160,1927,2087,0.0766650694777192,0.774748322147651,TENNESSEE,2020-03-31,36.050990593483,-83.4463006454534,52851,192.286345785773,36.7,27.4,11.643720819,40.88915,95.880149813,51.222565301,7.8,49611.0,22674.0,969.0,49.0,92546.0,21192.0,11.2,18.8,20.7
LACKAWANNA,692,4592,5284,0.1309613928841786,0.4676770801113517,PENNSYLVANIA,2020-04-01,41.4368271374857,-75.6092084968344,213006,464.294774644819,28.8,25.6,6.1134810722,75.91537,88.02955665,63.343435955,6.5,52872.0,26179.0,3282.0,50.0,100886.0,20067.0,12.2,18.8,20.1
VANDERBURGH,79,1560,1639,0.0482001220256253,0.5585115919842222,INDIANA,2020-03-24,38.0252596087096,-87.5858411420804,181692,777.526372348074,34.2,28.5,8.516135222,84.79429,81.061519903,67.035346566,5.7,50500.0,25666.0,2760.0,55.0,94564.0,20647.0,15.0,15.3,21.9
SHELBY,159,1240,1399,0.1136526090064331,0.7830665543386689,OHIO,2020-03-23,40.3315617134597,-84.2047524790447,48949,120.068343569623,32.8,27.7,6.268906323,38.96717,91.887675507,59.68111346,5.8,63398.0,27330.0,669.0,47.0,107154.0,28655.0,11.4,14.6,25.9
GLOUCESTER,62,1398,1460,0.0424657534246575,0.667516183291707,VIRGINIA,2020-03-30,37.4159673471722,-76.543437091412,37021,169.971838559255,30.9,25.1,9.6998680739,58.99389,92.6,58.58656421,4.2,70938.0,31072.0,618.0,51.0,122576.0,31481.0,8.1,17.2,20.6
GASTON,1937,13639,15576,0.1243579866461222,0.640852008171646,NORTH CAROLINA,2020-03-30,35.2943922016148,-81.1802544478351,211753,594.856610176101,29.2,31.9,11.996370038,60.85874,85.6,60.533771225,9.7,52798.0,23710.0,3629.0,51.0,96755.0,20746.0,14.7,15.0,23.2
HANCOCK,97,718,815,0.1190184049079754,0.6930156712086454,INDIANA,2020-03-24,39.8235636889219,-85.7732501440403,71955,235.133956667221,37.6,25.3,6.0362427791,84.0168,91.649694501,69.180345929,4.9,73831.0,30011.0,909.0,57.0,120901.0,33962.0,9.5,14.8,24.4
MARICOPA,49857,219157,269014,0.1853323618845115,0.4766837560609095,ARIZONA,2020-03-31,33.3488125404232,-112.491306412054,4088549,444.446743803851,26.9,20.4,12.081175995,70.35005,77.647877747,65.36831258,6.8,65234.0,28791.0,43437.0,47.0,121054.0,27010.0,13.7,13.8,25.0
OWEN,5,39,44,0.1136363636363636,0.7190604183709244,INDIANA,2020-03-24,39.312829525468,-86.8376540698923,21038,54.6016659128716,31.6,25.7,11.269041622,9.59739,92.134831461,48.048780488,6.8,49731.0,22675.0,360.0,47.0,82987.0,23123.0,12.7,17.3,21.5
BALDWIN,316,5469,5785,0.0546240276577355,0.765457123352413,ALABAMA,2020-04-04,30.7274889936377,-87.7225752373643,199510,125.493186705965,31.0,26.5,11.333404467,72.89727,86.361576801,67.371619818,6.3,57588.0,28069.0,2967.0,44.0,111447.0,25227.0,11.6,18.7,22.2
HOKE,118,1188,1306,0.0903522205206738,0.4256719692814042,NORTH CAROLINA,2020-03-30,35.0175451421342,-79.2372703563026,51853,132.919076670129,37.4,28.7,15.802231788,22.17459,81.7,64.139202581,11.6,47892.0,18715.0,643.0,40.0,90473.0,20537.0,17.7,8.2,28.8
MECKLENBURG,2493,58475,60968,0.0408903031098281,0.3288901295740573,NORTH CAROLINA,2020-03-30,35.2464257098574,-80.8326269374,1011774,1932.34452483311,28.0,18.6,12.728297371,87.29269,85.1,76.072885992,7.9,64509.0,34091.0,9446.0,52.0,130836.0,28277.0,14.9,10.0,24.6
KNOX,353,2446,2799,0.1261164701679171,0.6668874403039704,OHIO,2020-03-23,40.3987671061397,-82.4215214044515,60878,115.846486172547,30.8,27.1,7.5513568349,34.27956,93.170731707,59.505002633,6.1,56885.0,23426.0,839.0,41.0,98900.0,24406.0,12.8,16.3,23.2
GILA,717,4915,5632,0.1273082386363636,0.3864621086192332,ARIZONA,2020-03-31,33.7997525056345,-110.811716270363,53179,11.1767763237915,30.8,27.1,13.477246208,46.7281,75.171768707,50.453608247,12.1,43585.0,21470.0,1154.0,38.0,84705.0,18080.0,16.8,26.4,20.4
LENAWEE,460,5695,6155,0.074735987002437,0.5753281525501208,MICHIGAN,2020-03-24,41.8951303448299,-84.0663912330541,98673,131.641334703218,39.9,28.3,5.9301958307,27.37698,89.014821273,60.211529216,7.4,55762.0,24512.0,1354.0,47.0,97859.0,25227.0,10.9,16.7,21.9
FAIRFIELD,733,8054,8787,0.0834186866962558,0.6077654190610727,OHIO,2020-03-23,39.7516375735568,-82.6305852239515,150163,297.700456497984,31.9,23.8,5.7525985258,61.39608,94.40376569,67.796431211,6.0,67654.0,28746.0,1789.0,50.0,123256.0,28248.0,12.0,14.4,24.5
SHELBY,136,2407,2543,0.0534801415650806,0.6412050534499514,KENTUCKY,2020-03-26,38.2154568731744,-85.1947796668848,44967,118.447209547644,30.7,26.5,8.0007150336,37.95787,93.803418803,56.637094074,4.9,66056.0,28502.0,578.0,50.0,120963.0,26048.0,11.1,13.7,24.1
BARTHOLOMEW,65,502,567,0.1146384479717813,0.6352723915050785,INDIANA,2020-03-24,39.2059643835133,-85.8975991101802,80203,197.110388061039,32.3,25.3,9.8855313363,70.69722,89.24259056,66.686315408,5.2,63067.0,28631.0,1022.0,55.0,111463.0,26505.0,10.9,15.0,24.2
PLYMOUTH,61,1562,1623,0.0375847196549599,0.7338893100833965,IOWA,,42.7378201019483,-96.2141418876109,24972,28.942036945379,32.1,28.7,5.1970191418,43.61618,96.885813149,69.855394883,3.6,66360.0,28975.0,259.0,54.0,109743.0,31102.0,9.0,17.7,25.1
ARMSTRONG,121,1053,1174,0.1030664395229983,0.7427414763742172,PENNSYLVANIA,2020-04-01,40.8123124644868,-79.4645312707341,67512,103.359602492159,42.3,30.8,5.7494184114,44.17903,88.888888889,56.13367467,7.7,49436.0,24634.0,1110.0,41.0,94582.0,21731.0,11.9,20.2,19.6
POTTAWATOMIE,560,5548,6108,0.091683038637852,0.7012415527267012,OKLAHOMA,,35.2067059581216,-96.9483445548871,71551,90.8386348967144,35.9,33.9,16.704639602,41.53629,79.629711752,55.902623388,7.1,48499.0,21422.0,1341.0,50.0,89718.0,20434.0,15.6,15.6,24.4
MORGAN,68,337,405,0.1679012345679012,0.756841432225064,INDIANA,2020-03-24,39.4815764701201,-86.4462344375582,69504,172.044718698731,35.9,27.9,8.2297626662,45.90249,92.057761733,56.406093906,6.4,66151.0,26556.0,1032.0,52.0,109218.0,30655.0,11.2,15.0,23.6
OZAUKEE,414,2525,2939,0.1408642395372575,0.5581130898886708,WISCONSIN,2020-03-25,43.3840379218403,-87.9509101185936,87625,375.978805540873,23.5,15.5,3.9074768338,136.83294,96.347826087,83.904277987,3.5,83014.0,44369.0,732.0,59.0,153039.0,35786.0,7.0,17.4,22.1
ELK,59,909,968,0.0609504132231404,0.6949258283654512,PENNSYLVANIA,2020-04-01,41.4252460601972,-78.6491491448209,31111,37.6026909807349,26.5,28.1,5.2928932501,49.67381,88.888888889,60.309527648,5.1,54876.0,25753.0,443.0,51.0,94779.0,23754.0,10.0,20.5,19.8
CHATHAM,209,2046,2255,0.0926829268292682,0.4292454013902482,NORTH CAROLINA,2020-03-30,35.7025816567387,-79.2552973934949,68778,100.925243403391,23.8,20.9,14.248399676,95.14215,85.9,65.367305961,7.8,73703.0,35109.0,794.0,59.0,135772.0,24842.0,11.0,23.8,20.3
PENOBSCOT,228,4605,4833,0.0471756672873991,0.516786689843556,MAINE,2020-04-02,45.4006412677355,-68.6494605416828,152978,45.0308382004982,33.7,23.5,10.933240482,128.98386,87.737435567,67.32585358,7.3,47840.0,25035.0,2166.0,43.0,96173.0,19507.0,14.4,16.5,18.7
BRUNSWICK,316,7236,7552,0.041843220338983,0.6250091439774107,NORTH CAROLINA,2020-03-30,34.0710955176462,-78.2376045444832,119167,140.259119738945,28.9,24.6,13.519080419,48.12945,84.3,61.930581228,9.7,60163.0,28694.0,2210.0,58.0,101259.0,23589.0,13.2,26.9,17.2
FRANKLIN,50,1691,1741,0.028719126938541,0.4087618513848022,VERMONT,2020-03-24,44.8575029126079,-72.9120080404151,48625,76.715177019025,34.3,26.1,4.6649930537,55.07394,92.102058319,62.412035914,5.0,61129.0,28892.0,582.0,48.0,111852.0,28987.0,10.2,13.9,23.2
ROCKLAND,1141,7164,8305,0.1373871161950632,0.4509020112964237,NEW YORK,2020-03-22,41.1523848400347,-74.0240539852861,322642,1860.1615340059,23.2,24.9,5.96700098,88.78942,84.544334975,63.714802235,7.0,88960.0,35557.0,2420.0,52.0,180325.0,33800.0,8.9,14.9,27.7
